052.0     ,1        ,48
054.43    ,1        ,17
077.0     ,1        ,18
077.1     ,1        ,26
077.99    ,1        ,4
077.99    ,1        ,25
077.99    ,1        ,27
077.99    ,1        ,36
077.99    ,1        ,38
077.99    ,1        ,39
077.99    ,1        ,40
077.99    ,1        ,45
077.99    ,1        ,46
087.9     ,1        ,53
136.1     ,1        ,21
240.9     ,1        ,28
244.8     ,1        ,3
244.8     ,1        ,7
244.8     ,1        ,37
244.8     ,1        ,43
244.9     ,2        ,6
244.9     ,2        ,19
244.9     ,1        ,35
244.9     ,1        ,37
244.9     ,1        ,51
249.00    ,1        ,42
250.01    ,2        ,15
250.01    ,1        ,19
250.01    ,1        ,23
250.01    ,1        ,25
250.01    ,2        ,29
250.01    ,1        ,36
250.01    ,1        ,44
250.01    ,1        ,46
250.01    ,1        ,48
250.03    ,1        ,15
250.03    ,1        ,19
250.03    ,1        ,23
250.03    ,1        ,36
250.03    ,1        ,44
250.03    ,1        ,53
250.11    ,1        ,11
250.11    ,1        ,15
250.11    ,1        ,22
250.11    ,1        ,30
250.11    ,1        ,34
250.11    ,1        ,48
250.11    ,1        ,56
250.13    ,1        ,19
250.23    ,1        ,53
250.81    ,1        ,15
251.1     ,1        ,6
251.1     ,1        ,31
251.1     ,2        ,33
251.1     ,1        ,36
251.1     ,1        ,46
251.1     ,1        ,55
251.1     ,1        ,56
251.2     ,1        ,3
251.2     ,4        ,6
251.2     ,1        ,7
251.2     ,1        ,8
251.2     ,3        ,9
251.2     ,2        ,10
251.2     ,2        ,11
251.2     ,1        ,12
251.2     ,1        ,13
251.2     ,1        ,14
251.2     ,3        ,15
251.2     ,1        ,16
251.2     ,2        ,18
251.2     ,1        ,19
251.2     ,3        ,20
251.2     ,2        ,21
251.2     ,3        ,22
251.2     ,1        ,23
251.2     ,1        ,24
251.2     ,2        ,25
251.2     ,1        ,26
251.2     ,2        ,27
251.2     ,2        ,28
251.2     ,1        ,29
251.2     ,4        ,33
251.2     ,2        ,34
251.2     ,1        ,35
251.2     ,4        ,36
251.2     ,4        ,37
251.2     ,2        ,38
251.2     ,2        ,39
251.2     ,2        ,40
251.2     ,1        ,41
251.2     ,5        ,42
251.2     ,1        ,43
251.2     ,2        ,44
251.2     ,2        ,47
251.2     ,1        ,48
251.2     ,4        ,49
251.2     ,1        ,52
251.2     ,3        ,53
251.2     ,2        ,55
251.2     ,2        ,56
253.6     ,1        ,18
254.8     ,2        ,19
254.8     ,1        ,28
254.8     ,1        ,50
254.9     ,1        ,37
255.41    ,1        ,7
255.42    ,1        ,8
259.5     ,1        ,41
270.3     ,1        ,55
271.3     ,2        ,3
271.3     ,1        ,8
271.3     ,1        ,38
271.3     ,1        ,49
271.3     ,2        ,53
272.0     ,1        ,35
273.8     ,1        ,19
273.8     ,2        ,26
273.8     ,1        ,41
273.8     ,1        ,55
275.3     ,1        ,1
275.3     ,1        ,19
275.3     ,1        ,34
275.3     ,1        ,37
275.3     ,1        ,38
275.3     ,1        ,48
275.41    ,1        ,38
275.42    ,1        ,4
275.42    ,1        ,28
276.0     ,1        ,4
276.0     ,1        ,5
276.0     ,1        ,13
276.0     ,1        ,15
276.0     ,2        ,23
276.0     ,1        ,24
276.0     ,1        ,37
276.0     ,1        ,38
276.0     ,1        ,41
276.0     ,1        ,42
276.0     ,1        ,48
276.0     ,1        ,55
276.1     ,1        ,3
276.1     ,4        ,4
276.1     ,1        ,5
276.1     ,2        ,6
276.1     ,3        ,7
276.1     ,6        ,8
276.1     ,5        ,9
276.1     ,3        ,10
276.1     ,1        ,11
276.1     ,1        ,13
276.1     ,3        ,15
276.1     ,2        ,16
276.1     ,2        ,20
276.1     ,2        ,22
276.1     ,1        ,23
276.1     ,2        ,24
276.1     ,1        ,25
276.1     ,1        ,26
276.1     ,1        ,27
276.1     ,1        ,28
276.1     ,2        ,29
276.1     ,2        ,31
276.1     ,1        ,32
276.1     ,1        ,33
276.1     ,1        ,34
276.1     ,1        ,36
276.1     ,1        ,38
276.1     ,3        ,39
276.1     ,4        ,41
276.1     ,2        ,42
276.1     ,1        ,46
276.1     ,1        ,47
276.1     ,1        ,48
276.1     ,2        ,49
276.1     ,2        ,51
276.1     ,2        ,52
276.1     ,2        ,54
276.1     ,1        ,55
276.1     ,1        ,56
276.2     ,4        ,2
276.2     ,5        ,3
276.2     ,3        ,4
276.2     ,2        ,5
276.2     ,9        ,6
276.2     ,4        ,7
276.2     ,10       ,8
276.2     ,7        ,9
276.2     ,4        ,10
276.2     ,3        ,11
276.2     ,3        ,12
276.2     ,6        ,13
276.2     ,2        ,14
276.2     ,1        ,15
276.2     ,4        ,16
276.2     ,3        ,17
276.2     ,5        ,18
276.2     ,3        ,19
276.2     ,4        ,20
276.2     ,6        ,21
276.2     ,7        ,22
276.2     ,2        ,23
276.2     ,4        ,24
276.2     ,6        ,25
276.2     ,3        ,26
276.2     ,2        ,27
276.2     ,3        ,28
276.2     ,4        ,29
276.2     ,3        ,30
276.2     ,2        ,31
276.2     ,3        ,32
276.2     ,5        ,33
276.2     ,5        ,34
276.2     ,5        ,35
276.2     ,4        ,36
276.2     ,6        ,37
276.2     ,4        ,38
276.2     ,1        ,39
276.2     ,3        ,40
276.2     ,2        ,41
276.2     ,6        ,42
276.2     ,4        ,43
276.2     ,2        ,44
276.2     ,1        ,45
276.2     ,7        ,46
276.2     ,4        ,47
276.2     ,3        ,48
276.2     ,3        ,49
276.2     ,2        ,50
276.2     ,3        ,51
276.2     ,3        ,52
276.2     ,5        ,54
276.2     ,6        ,55
276.2     ,3        ,56
276.3     ,1        ,10
276.3     ,1        ,16
276.3     ,1        ,30
276.4     ,1        ,34
276.5     ,9        ,1
276.5     ,16       ,2
276.5     ,20       ,3
276.5     ,18       ,4
276.5     ,16       ,5
276.5     ,16       ,6
276.5     ,17       ,7
276.5     ,26       ,8
276.5     ,27       ,9
276.5     ,18       ,10
276.5     ,10       ,11
276.5     ,17       ,12
276.5     ,7        ,13
276.5     ,14       ,14
276.5     ,14       ,15
276.5     ,6        ,16
276.5     ,9        ,17
276.5     ,17       ,18
276.5     ,14       ,19
276.5     ,20       ,20
276.5     ,8        ,21
276.5     ,15       ,22
276.5     ,16       ,23
276.5     ,11       ,24
276.5     ,10       ,25
276.5     ,18       ,26
276.5     ,16       ,27
276.5     ,14       ,28
276.5     ,14       ,29
276.5     ,12       ,30
276.5     ,19       ,31
276.5     ,23       ,32
276.5     ,11       ,33
276.5     ,20       ,34
276.5     ,13       ,35
276.5     ,16       ,36
276.5     ,22       ,37
276.5     ,12       ,38
276.5     ,9        ,39
276.5     ,14       ,40
276.5     ,11       ,41
276.5     ,14       ,42
276.5     ,13       ,43
276.5     ,14       ,44
276.5     ,11       ,45
276.5     ,14       ,46
276.5     ,10       ,47
276.5     ,15       ,48
276.5     ,9        ,49
276.5     ,7        ,50
276.5     ,5        ,51
276.5     ,11       ,52
276.5     ,16       ,53
276.5     ,24       ,54
276.5     ,15       ,55
276.5     ,24       ,56
276.50    ,2        ,2
276.50    ,1        ,4
276.50    ,2        ,6
276.50    ,4        ,7
276.50    ,3        ,8
276.50    ,3        ,9
276.50    ,3        ,10
276.50    ,2        ,11
276.50    ,3        ,15
276.50    ,1        ,16
276.50    ,1        ,17
276.50    ,2        ,20
276.50    ,3        ,21
276.50    ,1        ,22
276.50    ,3        ,23
276.50    ,1        ,24
276.50    ,1        ,25
276.50    ,2        ,26
276.50    ,1        ,27
276.50    ,3        ,29
276.50    ,1        ,30
276.50    ,1        ,31
276.50    ,1        ,32
276.50    ,1        ,33
276.50    ,2        ,34
276.50    ,1        ,35
276.50    ,1        ,36
276.50    ,3        ,37
276.50    ,1        ,38
276.50    ,2        ,39
276.50    ,1        ,40
276.50    ,2        ,41
276.50    ,2        ,43
276.50    ,2        ,44
276.50    ,2        ,46
276.50    ,2        ,49
276.50    ,3        ,50
276.50    ,3        ,51
